,Rank,Total Score,Max Score,Mean Score,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
923,67,38933.60000000002,95.0,37.15038167938932,785,1,7851,Tapu Koko,Electric,Fairy,Yellow,Electric Surge,,Telepathy,7.0,1.0,0.0,1.8,20.5,70,115,85,95,75,130,570
817,68,38514.399999999354,94.60000000000001,36.75038167938932,697,1,6971,Tyrantrum,Rock,Dragon,Red,Strong Jaw,,Rock Head,6.0,0.0,0.0,2.5,270.0,82,121,119,69,59,71,521
988,69,38304.80000000063,94.4,36.55038167938931,847,1,8471,Barraskewda,Water,,Brown,Swift Swim,,Propeller Tail,8.0,0.0,0.0,1.3,30.0,61,123,60,60,50,136,490
733,70,38095.19999999995,94.2,36.35038167938931,623,1,6231,Golurk,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5.0,0.0,0.0,2.8,330.0,89,124,80,55,80,55,483
993,71,37885.60000000002,94.0,36.15038167938932,851,1,8511,Centiskorch,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8.0,0.0,0.0,3.0,120.0,100,115,65,90,90,65,525
1040,71,37885.60000000002,94.0,36.15038167938932,893,1,8931,Zarude,Dark,Grass,Green,Leaf Guard,,,8.0,1.0,0.0,1.8,70.0,105,120,105,70,95,105,600
290,71,37885.60000000002,94.0,36.15038167938932,244,1,2441,Entei,Fire,,Brown,Pressure,,Inner Focus,2.0,1.0,0.0,2.1,198.0,115,115,85,90,75,100,580
948,71,37885.60000000002,94.00000000000001,36.15038167938932,807,1,8071,Zeraora,Electric,,Yellow,Volt Absorb,,,7.0,1.0,0.0,1.5,44.5,88,112,75,102,80,143,600
395,71,37885.60000000002,94.0,36.15038167938932,334,2,3342,Mega Altaria,Dragon,Fairy,Blue,Pixilate,,,3.0,0.0,1.0,1.5,20.6,75,110,110,110,105,80,590
453,71,37885.60000000002,94.0,36.15038167938932,382,1,3821,Kyogre,Water,,Blue,Drizzle,,,3.0,1.0,0.0,4.5,352.0,100,100,90,150,140,90,670
738,72,37676.0,93.80000000000001,35.95038167938932,628,1,6281,Braviary,Normal,Flying,Red,Keen Eye,Sheer Force,Defiant,5.0,0.0,0.0,1.5,41.0,100,123,75,57,75,80,510
12,73,37256.800000000614,93.4,35.550381679389304,9,2,92,Mega Blastoise,Water,,Blue,Mega Launcher,,,1.0,0.0,1.0,1.6,101.1,79,103,120,135,115,78,630
745,74,36837.60000000001,93.0,35.15038167938932,635,1,6351,Hydreigon,Dark,Dragon,Blue,Levitate,,,5.0,0.0,0.0,1.8,160.0,92,105,90,125,90,98,600
134,74,36837.60000000001,93.0,35.15038167938932,103,2,1032,Exeggutor,Grass,Dragon,Yellow,Frisk,,Harvest,7.0,0.0,0.0,10.9,415.6,95,105,85,125,75,45,530
222,74,36837.60000000001,93.0,35.15038167938932,181,2,1812,Mega Ampharos,Electric,Dragon,Yellow,Mold Breaker,,,2.0,0.0,1.0,1.4,61.5,90,95,105,165,110,45,610
418,75,36418.39999999938,92.6,34.75038167938932,354,1,3541,Banette,Ghost,,Black,Insomnia,Frisk,Cursed Body,3.0,0.0,0.0,1.1,12.5,64,115,65,83,63,65,455
995,76,36208.80000000059,92.4,34.55038167938931,853,1,8531,Grapploct,Fighting,,Blue,Limber,,Technician,8.0,0.0,0.0,1.6,39.0,80,118,90,70,80,42,480
731,77,35789.60000000002,92.0,34.15038167938932,621,1,6211,Druddigon,Dragon,,Red,Rough Skin,Sheer Force,Mold Breaker,5.0,0.0,0.0,1.6,139.0,77,120,90,60,90,48,485
857,77,35789.60000000002,92.0,34.15038167938932,727,1,7271,Incineroar,Fire,Dark,Red,Blaze,,Intimidate,7.0,0.0,0.0,1.8,83.0,95,115,90,80,90,60,530
674,77,35789.60000000002,92.0,34.15038167938932,571,1,5711,Zoroark,Dark,,Grey,Illusion,,,5.0,0.0,0.0,1.6,81.1,60,105,60,120,60,105,510
252,77,35789.60000000002,92.0,34.15038167938932,210,1,2101,Granbull,Fairy,,Purple,Intimidate,Quick Feet,Rattled,2.0,0.0,0.0,1.4,48.7,90,120,75,60,60,45,450
76,77,35789.60000000002,92.0,34.15038167938932,59,1,591,Arcanine,Fire,,Brown,Intimidate,Flash Fire,Justified,1.0,0.0,0.0,1.9,155.0,90,110,80,100,80,95,555
278,77,35789.60000000002,92.0,34.15038167938932,232,1,2321,Donphan,Ground,,Grey,Sturdy,,Sand Veil,2.0,0.0,0.0,1.1,120.0,90,120,120,60,60,50,500
257,77,35789.60000000002,92.0,34.15038167938932,214,1,2141,Heracross,Bug,Fighting,Blue,Swarm,Guts,Moxie,2.0,0.0,0.0,1.5,54.0,80,125,75,40,95,85,500
922,77,35789.60000000002,92.0,34.15038167938932,784,1,7841,Kommo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7.0,0.0,0.0,1.6,78.2,75,110,125,100,105,85,600
450,77,35789.60000000002,92.0,34.15038167938932,380,2,3802,Mega Latias,Dragon,Psychic,Purple,Levitate,,,3.0,1.0,1.0,1.8,52.0,80,100,120,140,150,110,700
982,78,34741.60000000002,91.0,33.15038167938932,841,1,8411,Flapple,Grass,Dragon,Green,Ripen,Gluttony,Hustle,8.0,0.0,0.0,0.3,1.0,70,110,80,95,60,70,485
97,78,34741.60000000002,91.0,33.15038167938932,76,2,762,Golem,Rock,Electric,Grey,Magnet Pull,Sturdy,Galvanize,7.0,0.0,0.0,1.7,316.0,80,120,130,55,65,45,495
96,78,34741.60000000002,91.0,33.15038167938932,76,1,761,Golem,Rock,Ground,Brown,Rock Head,Sturdy,Sand Veil,1.0,0.0,0.0,1.4,300.0,80,120,130,55,65,45,495
913,78,34741.60000000002,91.0,33.15038167938932,775,1,7751,Komala,Normal,,Blue,Comatose,,,7.0,0.0,0.0,0.4,19.9,65,115,65,75,95,65,480
651,79,34322.399999999456,90.60000000000001,32.75038167938932,553,1,5531,Krookodile,Ground,Dark,Red,Intimidate,Moxie,Anger Point,5.0,0.0,0.0,1.5,96.3,95,117,80,65,70,92,519
588,80,34112.800000000505,90.4,32.55038167938931,492,2,4922,Shaymin,Grass,Flying,Green,Serene Grace,,,4.0,1.0,0.0,0.4,5.2,100,103,75,120,75,127,600
636,81,33693.60000000003,90.0,32.15038167938932,539,1,5391,Sawk,Fighting,,Blue,Sturdy,Inner Focus,Mold Breaker,5.0,0.0,0.0,1.4,51.0,75,125,75,30,75,85,465
900,81,33693.60000000003,90.0,32.15038167938932,763,1,7631,Tsareena,Grass,,Purple,Leaf Guard,Queenly Majesty,Sweet Veil,7.0,0.0,0.0,1.2,21.4,72,120,98,50,98,72,510
475,81,33693.60000000003,90.0,32.15038167938932,398,1,3981,Staraptor,Normal,Flying,Brown,Intimidate,,Reckless,4.0,0.0,0.0,1.2,24.9,85,120,70,50,60,100,485
485,81,33693.60000000003,90.0,32.15038167938932,408,1,4081,Cranidos,Rock,,Blue,Mold Breaker,,Sheer Force,4.0,0.0,0.0,0.9,31.5,67,125,40,30,30,58,350
956,82,33483.99999999967,89.80000000000001,31.950381679389313,815,1,8151,Cinderace,Fire,,White,Blaze,,Libero,8.0,0.0,0.0,1.4,33.0,80,116,75,65,75,119,530
934,82,33483.99999999967,89.80000000000001,31.950381679389313,796,1,7961,Xurkitree,Electric,,Black,Beast Boost,,,7.0,1.0,0.0,3.8,100.0,83,89,71,173,71,83,570
854,83,33274.39999999947,89.60000000000001,31.75038167938932,724,1,7241,Decidueye,Grass,Ghost,Brown,Overgrow,,Long Reach,7.0,0.0,0.0,1.6,36.6,78,107,75,100,100,70,530
575,84,32645.600000000017,89.0,31.150381679389316,481,1,4811,Mesprit,Psychic,,Pink,Levitate,,,4.0,1.0,0.0,0.3,0.3,80,105,105,105,105,80,580
617,84,32645.600000000017,89.0,31.150381679389316,521,1,5211,Unfezant,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5.0,0.0,0.0,1.2,29.0,80,115,80,65,55,93,488
184,84,32645.600000000017,89.0,31.150381679389316,146,1,1461,Moltres,Fire,Flying,Yellow,Pressure,,Flame Body,1.0,1.0,0.0,2.0,60.0,90,100,90,125,85,90,580
549,84,32645.600000000017,89.0,31.150381679389316,461,1,4611,Weavile,Dark,Ice,Black,Pressure,,Pickpocket,4.0,0.0,0.0,1.1,34.0,70,120,65,45,85,125,510
178,84,32645.600000000017,89.0,31.150381679389316,141,1,1411,Kabutops,Rock,Water,Brown,Swift Swim,Battle Armor,Weak Armor,1.0,0.0,0.0,1.3,40.5,60,115,105,65,70,80,495
269,84,32645.600000000017,89.0,31.150381679389316,224,1,2241,Octillery,Water,,Red,Suction Cups,Sniper,Moody,2.0,0.0,0.0,0.9,28.5,75,105,75,105,75,45,480
1006,84,32645.600000000017,89.0,31.150381679389316,864,1,8641,Cursola,Ghost,,White,Weak Armor,,Perish Body,8.0,0.0,0.0,1.0,0.4,60,95,50,145,130,30,510
309,84,32645.600000000017,89.0,31.150381679389316,260,1,2601,Swampert,Water,Ground,Blue,Torrent,,Damp,3.0,0.0,0.0,1.5,81.9,100,110,90,85,90,60,535
881,85,32226.399999999492,88.60000000000001,30.750381679389314,745,3,7453,Lycanroc,Rock,,Brown,Tough Claws,,,7.0,0.0,0.0,0.8,25.0,75,117,65,55,65,110,487
3,86,32016.80000000047,88.4,30.550381679389307,3,2,32,Mega Venusaur,Grass,Poison,Green,Thick Fat,,,1.0,0.0,1.0,2.4,155.5,80,100,123,122,120,80,625
669,86,32016.80000000047,88.4,30.550381679389307,566,1,5661,Archen,Rock,Flying,Yellow,Defeatist,,,5.0,0.0,0.0,0.5,9.5,55,112,45,74,45,70,401
1016,87,31597.60000000001,88.0,30.150381679389316,874,1,8741,Stonjourner,Rock,,Grey,Power Spot,,,8.0,0.0,0.0,2.5,520.0,100,125,135,20,20,70,470
350,87,31597.60000000001,88.0,30.150381679389316,297,1,2971,Hariyama,Fighting,,Brown,Thick Fat,Guts,Sheer Force,3.0,0.0,0.0,2.3,253.8,144,120,60,40,60,50,474
469,87,31597.60000000001,88.0,30.150381679389316,392,1,3921,Infernape,Fire,Fighting,Brown,Blaze,,Iron Fist,4.0,0.0,0.0,1.2,55.0,76,104,71,104,71,108,534
89,87,31597.60000000001,88.0,30.150381679389316,71,1,711,Victreebel,Grass,Poison,Green,Chlorophyll,,Gluttony,1.0,0.0,0.0,1.7,15.5,80,105,65,100,70,70,490
396,87,31597.60000000001,88.0,30.150381679389316,335,1,3351,Zangoose,Normal,,White,Immunity,,Toxic Boost,3.0,0.0,0.0,1.3,40.3,73,115,60,60,60,90,458
903,87,31597.60000000001,88.0,30.150381679389316,766,1,7661,Passimian,Fighting,,White,Reciever,,Defiant,7.0,0.0,0.0,2.0,82.8,100,120,90,40,60,80,490
537,88,30759.200000000455,87.20000000000002,29.350381679389315,450,1,4501,Hippowdon,Ground,,Brown,Sand Stream,,Sand Force,4.0,0.0,0.0,2.0,300.0,108,112,118,68,72,47,525
668,89,30549.600000000017,87.0,29.150381679389316,565,1,5651,Carracosta,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5.0,0.0,0.0,1.2,81.0,74,108,133,83,65,32,495
879,89,30549.600000000017,87.0,29.150381679389316,745,1,7451,Lycanroc,Rock,,Brown,Keen Eye,Sand Rush,Steadfast,7.0,0.0,0.0,0.8,25.0,75,115,65,55,65,112,487
880,89,30549.600000000017,87.0,29.150381679389316,745,2,7452,Lycanroc,Rock,,Red,Keen Eye,Vital Spilit,No Guard,7.0,0.0,0.0,1.1,25.0,85,115,75,55,75,82,487
138,89,30549.600000000017,87.0,29.150381679389316,106,1,1061,Hitmonlee,Fighting,,Brown,Limber,Reckless,Unburden,1.0,0.0,0.0,1.5,49.8,50,120,53,35,110,87,455
839,90,29920.800000000458,86.4,28.550381679389307,713,1,7131,Avalugg,Ice,,Blue,Own Tempo,Ice Body,Sturdy,6.0,0.0,0.0,2.0,505.0,95,117,184,44,46,28,514
466,91,29711.200000000426,86.2,28.35038167938931,389,1,3891,Torterra,Grass,Ground,Green,Overgrow,,Shell Armor,4.0,0.0,0.0,2.2,310.0,95,109,105,75,85,56,525
935,91,29711.200000000426,86.2,28.35038167938931,797,1,7971,Celesteela,Steel,Flying,Green,Beast Boost,,,7.0,1.0,0.0,9.2,999.9,97,101,103,107,101,61,570
826,92,29501.60000000002,86.0,28.150381679389316,706,1,7061,Goodra,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6.0,0.0,0.0,2.0,150.5,90,100,70,110,150,80,600
942,92,29501.60000000002,86.0,28.150381679389316,801,1,8011,Magearna,Steel,Fairy,Grey,Soul-Heart,,,7.0,1.0,0.0,1.0,80.5,80,95,115,130,115,65,600
553,92,29501.60000000002,86.0,28.150381679389316,465,1,4651,Tangrowth,Grass,,Blue,Chlorophyll,Leaf Guard,Regenerator,4.0,0.0,0.0,2.0,128.6,100,100,125,110,50,50,535
541,92,29501.60000000002,86.0,28.150381679389316,454,1,4541,Toxicroak,Poison,Fighting,Blue,Anticipation,Dry Skin,Poison Touch,4.0,0.0,0.0,1.3,44.4,83,106,65,86,65,85,490
434,92,29501.60000000002,86.0,28.150381679389316,367,1,3671,Huntail,Water,,Blue,Swift Swim,,Water Veil,3.0,0.0,0.0,1.7,27.0,55,104,105,94,75,52,485
752,92,29501.60000000002,86.0,28.150381679389316,641,2,6412,Tornadus,Flying,,Green,Regenerator,,,5.0,1.0,0.0,1.4,63.0,79,100,80,110,90,121,580
975,93,29082.399999999536,85.6,27.750381679389314,834,1,8341,Drednaw,Water,Rock,Green,Strong Jaw,Shell Armor,Swift Swim,8.0,0.0,0.0,1.0,115.5,90,115,90,48,68,74,485
720,93,29082.399999999536,85.60000000000001,27.75038167938932,611,1,6111,Fraxure,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5.0,0.0,0.0,1.0,36.0,66,117,70,40,50,67,410
599,93,29082.399999999536,85.6,27.750381679389317,503,1,5031,Samurott,Water,,Blue,Torrent,,Shell Armor,5.0,0.0,0.0,1.5,94.6,95,100,85,108,70,70,528
991,94,28663.20000000042,85.2,27.35038167938931,849,2,8492,Toxtricity,Electric,Poison,Purple,Punk Rock,Minus,Technician,8.0,0.0,0.0,1.6,40.0,75,98,70,114,70,75,502
990,94,28663.20000000042,85.2,27.35038167938931,849,1,8491,Toxtricity,Electric,Poison,Purple,Punk Rock,Plus,Technician,8.0,0.0,0.0,1.6,40.0,75,98,70,114,70,75,502
181,95,28453.600000000017,85.0,27.150381679389316,143,1,1431,Snorlax,Normal,,Black,Immunity,Thick Fat,Gluttony,1.0,0.0,0.0,2.1,460.0,160,110,65,65,110,30,540
1047,95,28453.600000000017,85.0,27.150381679389316,898,3,8983,Calyrex,Psychic,Ghost,Black,As One,,,8.0,1.0,0.0,2.4,53.6,100,85,80,165,100,150,680
500,95,28453.600000000017,85.0,27.150381679389316,419,1,4191,Floatzel,Water,,Brown,Swift Swim,,Water Veil,4.0,0.0,0.0,1.1,33.5,85,105,55,85,50,115,495
335,95,28453.600000000017,85.0,27.150381679389316,282,2,2822,Mega Gardevoir,Psychic,Fairy,White,Pixilate,,,3.0,0.0,1.0,1.6,48.4,68,85,65,165,135,100,618
829,95,28453.600000000017,85.0,27.150381679389316,709,1,7091,Trevenant,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6.0,0.0,0.0,1.5,71.0,85,110,76,65,82,56,474
382,95,28453.600000000017,85.0,27.150381679389316,323,1,3231,Camerupt,Fire,Ground,Red,Magma Armor,Solid Rock,Anger Point,3.0,0.0,0.0,1.9,220.0,70,100,70,105,75,40,460
133,95,28453.600000000017,85.0,27.150381679389316,103,1,1031,Exeggutor,Grass,Psychic,Yellow,Chlorophyll,,Harvest,1.0,0.0,0.0,2.0,120.0,95,95,85,125,75,55,530
555,95,28453.600000000017,85.0,27.150381679389316,467,1,4671,Magmortar,Fire,,Red,Flame Body,,Vital Spilit,4.0,0.0,0.0,1.6,68.0,75,95,67,125,95,83,540
769,96,27824.800000000338,84.4,26.550381679389307,652,1,6521,Chesnaught,Grass,Fighting,Green,Overgrow,,Bulletproof,6.0,0.0,0.0,1.6,90.0,88,107,122,74,75,64,530
937,97,27615.200000000412,84.2,26.35038167938931,799,1,7991,Guzzlord,Dark,Dragon,Black,Beast Boost,,,7.0,1.0,0.0,5.5,888.0,223,101,53,97,53,43,570
587,98,27405.600000000017,84.0,26.150381679389316,492,1,4921,Shaymin,Grass,,Green,Natural cure,,,4.0,1.0,0.0,0.2,2.1,100,100,100,100,100,100,600
112,98,27405.600000000017,84.0,26.150381679389316,85,1,851,Dodrio,Normal,Flying,Brown,Run Away,Early Bird,Tangled Feet,1.0,0.0,0.0,1.8,85.2,60,110,70,60,60,110,470
397,98,27405.600000000017,84.0,26.150381679389316,336,1,3361,Seviper,Poison,,Black,Shed Skin,,Infiltrator,3.0,0.0,0.0,2.7,52.5,73,100,60,100,60,65,458
105,98,27405.600000000017,84.0,26.150381679389316,80,2,802,Slowbro,Poison,Psychic,Pink,Quick Draw,Own Tempo,Regenerator,8.0,0.0,0.0,1.6,70.5,95,100,95,100,70,30,490
912,98,27405.600000000017,84.0,26.150381679389316,774,2,7742,Minior,Rock,Flying,Brown,Shields Down,,,7.0,0.0,0.0,0.3,0.3,60,100,60,100,60,120,500
298,98,27405.600000000017,84.0,26.150381679389316,251,1,2511,Celebi,Psychic,Grass,Green,Natural Cure,,,2.0,1.0,0.0,0.6,5.0,100,100,100,100,100,100,600
1041,98,27405.600000000017,84.0,26.150381679389316,894,1,8941,Regieleki,Electric,,Yellow,Transistor,,,8.0,1.0,0.0,1.2,145.0,80,100,50,100,50,200,580
1028,98,27405.600000000017,84.0,26.150381679389316,884,1,8841,Duraludon,Steel,Dragon,White,Light Metal,Heavy Metal,Stalwart,8.0,0.0,0.0,1.8,40.0,70,95,115,120,50,85,535
891,98,27405.600000000017,84.0,26.150381679389316,754,1,7541,Lurantis,Grass,,Pink,Leaf Guard,,Contrary,7.0,0.0,0.0,0.9,18.5,70,105,90,80,90,45,480
459,98,27405.600000000017,84.0,26.150381679389316,385,1,3851,Jirachi,Steel,Psychic,Yellow,Serene Grace,,,3.0,1.0,0.0,0.3,1.1,100,100,100,100,100,100,600
191,98,27405.600000000017,84.0,26.150381679389316,151,1,1511,Mew,Psychic,,Pink,Synchronize,,,1.0,1.0,0.0,0.4,4.0,100,100,100,100,100,100,600
590,98,27405.600000000017,84.0,26.150381679389316,494,1,4941,Victini,Psychic,Fire,Yellow,Victory Star,,,5.0,1.0,0.0,0.4,4.0,100,100,100,100,100,100,600
1042,98,27405.600000000017,84.0,26.150381679389316,895,1,8951,Regidrago,Dragon,,Green,Dragon's Maw,,,8.0,1.0,0.0,2.1,200.0,200,100,50,100,50,80,580
847,98,27405.600000000017,84.0,26.150381679389316,719,1,7191,Diancie,Rock,Fairy,Pink,Clear Body,,,6.0,1.0,0.0,0.7,8.8,50,100,150,100,150,50,600
585,98,27405.600000000017,84.0,26.150381679389316,490,1,4901,Manaphy,Water,,Blue,Hydration,,,4.0,1.0,0.0,0.3,1.4,100,100,100,100,100,100,600
275,98,27405.600000000017,84.0,26.150381679389316,229,2,2292,Mega Houndoom,Dark,Fire,Black,Solar Power,,,2.0,0.0,1.0,1.9,49.5,75,90,90,140,90,115,600
581,98,27405.600000000017,84.0,26.150381679389316,487,1,4871,Giratina,Ghost,Dragon,Black,Pressure,,Telepathy,4.0,1.0,0.0,4.5,750.0,150,100,120,100,120,90,680
361,98,27405.600000000017,84.0,26.150381679389316,306,1,3061,Aggron,Steel,Rock,Grey,Sturdy,Rock Head,Heavy Metal,3.0,0.0,0.0,2.1,360.0,70,110,180,60,60,50,530
558,98,27405.600000000017,84.0,26.150381679389316,470,1,4701,Leafeon,Grass,,Green,Leaf Guard,,Chlorophyll,4.0,0.0,0.0,1.0,25.5,65,110,130,60,65,95,525
200,99,27195.999999999596,83.8,25.950381679389317,160,1,1601,Feraligatr,Water,,Blue,Torrent,,Sheer Force,2.0,0.0,0.0,2.3,88.8,85,105,100,79,83,78,530
791,100,26776.800000000312,83.4,25.550381679389307,673,1,6731,Gogoat,Grass,,Brown,Sap Sipper,,Grass Pelt,6.0,0.0,0.0,1.7,91.0,123,100,62,97,81,68,531
1000,101,26567.20000000041,83.2,25.35038167938931,858,1,8581,Hatterene,Psychic,Fairy,Pink,Healer,Anticipation,Magic Bounce,8.0,0.0,0.0,2.1,5.1,57,90,45,136,103,29,460
1013,102,26357.600000000017,83.0,25.150381679389316,871,1,8711,Pincurchin,Electric,,Purple,Lightning Rod,,Electric Surge,8.0,0.0,0.0,0.3,1.0,48,101,95,91,85,15,435
865,103,26357.600000000013,83.0,25.150381679389316,735,1,7351,Gumshoos,Normal,,Brown,Stakeout,Strong Jaw,Adaptability,7.0,0.0,0.0,0.7,14.2,88,110,60,55,60,45,418
158,103,26357.600000000013,83.0,25.150381679389316,123,1,1231,Scyther,Bug,Flying,Green,Swarm,Technician,Steadfast,1.0,0.0,0.0,1.5,56.0,70,110,80,55,80,105,500
586,103,26357.600000000013,83.0,25.150381679389316,491,1,4911,Darkrai,Dark,,Black,Bad Dreams,,,4.0,1.0,0.0,1.5,50.5,70,90,90,135,90,125,600
985,104,25938.399999999696,82.60000000000001,24.750381679389317,844,1,8441,Sandaconda,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8.0,0.0,0.0,3.8,65.5,72,107,125,65,70,71,510
44,104,25938.399999999696,82.60000000000001,24.75038167938932,34,1,341,Nidoking,Poison,Ground,Purple,Poison Point,Rivalry,Sheer Force,1.0,0.0,0.0,1.4,62.0,81,102,77,85,75,85,505
741,104,25938.399999999696,82.60000000000001,24.75038167938932,631,1,6311,Heatmor,Fire,,Red,Gluttony,Flaash Fire,White Smoke,5.0,0.0,0.0,1.4,58.0,85,97,66,105,66,65,484
846,105,25519.200000000394,82.2,24.35038167938931,718,3,7183,Zygarde,Dragon,Ground,Black,Power Construct,,,6.0,1.0,0.0,4.5,610.0,216,100,121,91,95,85,708
608,106,25309.600000000017,82.0,24.150381679389316,512,1,5121,Simisage,Grass,,Green,Gluttony,,Overgrow,5.0,0.0,0.0,1.1,30.5,75,98,63,98,63,101,498
610,106,25309.600000000017,82.0,24.150381679389316,514,1,5141,Simisear,Fire,,Red,Gluttony,,Blaze,5.0,0.0,0.0,1.0,28.0,75,98,63,98,63,101,498
612,106,25309.600000000017,82.0,24.150381679389316,516,1,5161,Simipour,Water,,Blue,Gluttony,,Torrent,5.0,0.0,0.0,1.0,29.0,75,98,63,98,63,101,498
1005,107,25309.600000000013,82.0,24.150381679389316,863,1,8631,Perrserker,Steel,,Brown,Battle Armor,Tough Claws,Steely Spilit,8.0,0.0,0.0,0.8,28.0,70,110,100,50,60,50,440
327,107,25309.600000000013,82.0,24.150381679389316,275,1,2751,Shiftry,Grass,Dark,Brown,Chlorophyll,Early Bird,Pickpocket,3.0,0.0,0.0,1.3,59.6,90,100,60,90,60,80,480
1025,107,25309.600000000013,82.0,24.150381679389316,881,1,8811,Arctozolt,Electric,Ice,Blue,Volt Absorb,Static,Slush Rush,8.0,0.0,0.0,2.3,150.0,90,100,90,90,80,55,505
451,107,25309.600000000013,82.0,24.150381679389316,381,1,3811,Latios,Dragon,Psychic,Blue,Levitate,,,3.0,1.0,0.0,2.0,60.0,80,90,80,130,110,110,600
917,107,25309.600000000013,82.0,24.150381679389316,779,1,7791,Bruxish,Water,Psychic,Pink,Dazzling,Strong Jaw,Wonder Skin,7.0,0.0,0.0,0.9,19.0,68,105,70,70,70,92,475
542,107,25309.600000000013,82.0,24.150381679389316,455,1,4551,Carnivine,Grass,,Green,Levitate,,,4.0,0.0,0.0,1.4,27.0,74,100,72,90,72,46,454
687,107,25309.600000000013,82.0,24.150381679389316,584,1,5841,Vanilluxe,Ice,,White,Ice Body,Snow Warning,Weak Armor,5.0,0.0,0.0,1.3,57.5,71,95,85,110,95,79,535
579,107,25309.600000000013,82.0,24.150381679389316,485,1,4851,Heatran,Fire,Steel,Brown,Flash Fire,,Flame Body,4.0,1.0,0.0,1.7,430.0,91,90,106,130,106,77,600
183,108,24261.60000000002,81.0,23.150381679389316,145,1,1451,Zapdos,Electric,Flying,Yellow,Pressure,,Static,1.0,1.0,0.0,1.6,52.6,90,90,85,125,90,100,580
604,108,24261.60000000002,81.0,23.150381679389316,508,1,5081,Stoutland,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5.0,0.0,0.0,1.2,61.0,85,110,90,45,90,80,500
117,108,24261.60000000002,81.0,23.150381679389316,89,1,891,Muk,Poison,,Purple,Stench,Sticky Hold,Poison Touch,1.0,0.0,0.0,1.2,30.0,105,105,75,65,100,50,500
799,108,24261.60000000002,81.0,23.150381679389316,680,1,6801,Doublade,Steel,Ghost,Brown,No Guard,,,6.0,0.0,0.0,0.8,4.5,59,110,150,45,49,35,448
1036,108,24261.60000000002,81.0,23.150381679389316,890,1,8901,Eternatus,Poison,Dragon,Purple,Pressure,,,8.0,1.0,0.0,2.0,950.0,140,85,95,145,95,130,690
660,108,24261.60000000002,81.0,23.150381679389316,558,1,5581,Crustle,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5.0,0.0,0.0,1.4,200.0,70,105,125,65,75,45,485
118,108,24261.60000000002,81.0,23.150381679389316,89,2,892,Muk,Poison,Dark,Green,Poison Touch,Gluttony,Power of Alchemy,7.0,0.0,0.0,1.0,52.0,105,105,75,65,100,50,500
742,109,24051.999999999618,80.8,22.95038167938932,632,1,6321,Durant,Bug,Steel,Grey,Swarm,Hustle,Truant,5.0,0.0,0.0,0.3,33.0,58,109,112,48,48,109,484
775,110,23842.399999999772,80.6,22.750381679389314,658,1,6581,Greninja,Water,Dark,Blue,Torrent,,Protean,6.0,0.0,0.0,1.5,40.0,72,95,67,103,71,122,530
639,111,23632.8000000002,80.4,22.55038167938931,542,1,5421,Leavanny,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5.0,0.0,0.0,1.2,20.5,75,103,80,70,80,92,500
844,112,23423.200000000383,80.2,22.35038167938931,718,1,7181,Zygarde,Dragon,Ground,Green,Aura Break,Power Construct,,6.0,1.0,0.0,5.0,305.0,108,100,121,81,95,95,600
179,113,23213.600000000017,80.0,22.150381679389316,142,1,1421,Aerodactyl,Rock,Flying,Purple,Rock Head,Pressure,Unnerve,1.0,0.0,0.0,1.8,59.0,80,105,65,60,75,130,515
736,113,23213.600000000017,80.0,22.150381679389316,626,1,6261,Bouffalant,Normal,,Brown,Reckless,Sap Sipper,Soundproof,5.0,0.0,0.0,1.6,94.6,95,110,95,40,95,55,490
365,113,23213.600000000017,80.0,22.150381679389316,308,2,3082,Mega Medicham,Fighting,Psychic,Red,Pure Power,,,3.0,0.0,1.0,1.3,31.5,60,100,85,80,85,100,510
1024,113,23213.600000000017,80.0,22.150381679389316,880,1,8801,Dracozolt,Electric,Dragon,Green,Volt Absorb,Hustle,Sand Rush,8.0,0.0,0.0,1.8,190.0,90,100,90,80,70,75,505
390,113,23213.600000000017,80.0,22.150381679389316,330,1,3301,Flygon,Ground,Dragon,Green,Levitate,,,3.0,0.0,0.0,2.0,82.0,80,100,80,80,80,100,520
100,113,23213.600000000017,80.0,22.150381679389316,78,1,781,Rapidash,Fire,,Yellow,Run Away,Flash Fire,Flame Body,1.0,0.0,0.0,1.7,95.0,65,100,70,80,80,105,500
161,113,23213.600000000017,80.0,22.150381679389316,126,1,1261,Magmar,Fire,,Red,Flame Body,,Vital Spilit,1.0,0.0,0.0,1.3,44.5,65,95,57,100,85,93,495
